,open,high,low,close,volume,date
2021-09-28 23:56:00,41046.31,41070.52,41000.0,41000.01,10.0,2021-09-28
2021-09-28 23:55:00,41044.34,41079.95,41003.91,41046.31,38.0,2021-09-28
2021-09-28 23:54:00,41029.0,41044.34,40991.0,41044.33,72.0,2021-09-28
2021-09-28 23:53:00,40989.18,41062.0,40989.18,41029.0,39.0,2021-09-28
2021-09-28 23:52:00,40919.61,40990.76,40910.42,40989.17,25.0,2021-09-28
2021-09-28 23:51:00,40921.17,40953.15,40897.99,40919.6,36.0,2021-09-28
2021-09-28 23:50:00,40965.89,40976.59,40888.0,40925.22,39.0,2021-09-28
2021-09-28 23:49:00,40922.77,41007.41,40920.05,40965.89,96.0,2021-09-28
2021-09-28 23:48:00,41022.14,41022.14,40888.0,40922.76,65.0,2021-09-28
2021-09-28 23:47:00,41009.47,41046.72,40990.02,41022.13,18.0,2021-09-28
2021-09-28 23:46:00,41060.06,41069.42,41000.0,41009.46,35.0,2021-09-28
2021-09-28 23:45:00,40990.27,41085.71,40984.73,41060.07,58.0,2021-09-28
2021-09-28 23:44:00,41020.08,41029.02,40904.57,40990.27,99.0,2021-09-28
2021-09-28 23:43:00,41283.99,41293.77,40900.0,41016.18,542.0,2021-09-28
2021-09-28 23:42:00,41285.6,41311.0,41267.01,41284.0,22.0,2021-09-28
2021-09-28 23:41:00,41303.1,41342.69,41278.86,41285.6,61.0,2021-09-28
2021-09-28 23:40:00,41307.73,41335.14,41300.0,41303.11,20.0,2021-09-28
2021-09-28 23:39:00,41346.83,41349.25,41300.0,41307.74,27.0,2021-09-28
2021-09-28 23:38:00,41353.25,41353.48,41324.61,41346.83,19.0,2021-09-28
2021-09-28 23:37:00,41361.0,41370.33,41331.46,41353.25,22.0,2021-09-28
2021-09-28 23:36:00,41386.94,41401.83,41322.93,41361.0,32.0,2021-09-28
2021-09-28 23:35:00,41388.11,41427.58,41376.47,41386.93,23.0,2021-09-28
2021-09-28 23:34:00,41431.35,41445.09,41388.11,41388.12,66.0,2021-09-28
2021-09-28 23:33:00,41494.82,41498.99,41425.0,41431.35,20.0,2021-09-28
2021-09-28 23:32:00,41468.84,41499.97,41468.84,41494.82,6.0,2021-09-28
