,open,high,low,close,volume,date
2021-09-29 00:40:00,0.198,0.1981,0.1974,0.1975,741008.0,2021-09-29
2021-09-29 00:39:00,0.1979,0.1984,0.1977,0.1981,1239767.0,2021-09-29
2021-09-29 00:38:00,0.1976,0.1981,0.1975,0.1979,1173710.0,2021-09-29
2021-09-29 00:37:00,0.1976,0.1977,0.1973,0.1976,369392.0,2021-09-29
2021-09-29 00:36:00,0.1977,0.1977,0.1974,0.1977,315544.0,2021-09-29
2021-09-29 00:35:00,0.1974,0.1978,0.1974,0.1976,842130.0,2021-09-29
2021-09-29 00:34:00,0.1973,0.1977,0.1973,0.1975,1043091.0,2021-09-29
2021-09-29 00:33:00,0.1973,0.1973,0.1971,0.1973,608172.0,2021-09-29
2021-09-29 00:32:00,0.197,0.1974,0.1967,0.1974,1582824.0,2021-09-29
2021-09-29 00:31:00,0.1963,0.197,0.1961,0.1969,2678225.0,2021-09-29
2021-09-29 00:30:00,0.1964,0.1966,0.1961,0.1962,1639961.0,2021-09-29
2021-09-29 00:29:00,0.1961,0.1969,0.1961,0.1965,4339619.0,2021-09-29
2021-09-29 00:28:00,0.1953,0.1965,0.1953,0.1961,2803659.0,2021-09-29
2021-09-29 00:27:00,0.1952,0.1954,0.1952,0.1954,1877823.0,2021-09-29
2021-09-29 00:26:00,0.1952,0.1954,0.1951,0.1953,611919.0,2021-09-29
2021-09-29 00:25:00,0.1953,0.1954,0.1949,0.1952,502494.0,2021-09-29
2021-09-29 00:24:00,0.1954,0.1954,0.1949,0.1953,315651.0,2021-09-29
2021-09-29 00:23:00,0.1953,0.1955,0.1952,0.1954,878554.0,2021-09-29
2021-09-29 00:22:00,0.195,0.1953,0.1949,0.1952,512187.0,2021-09-29
2021-09-29 00:21:00,0.1949,0.1952,0.1948,0.195,969353.0,2021-09-29
2021-09-29 00:20:00,0.1951,0.1954,0.1946,0.195,934397.0,2021-09-29
2021-09-29 00:19:00,0.1956,0.1956,0.1947,0.1951,4135419.0,2021-09-29
2021-09-29 00:18:00,0.1954,0.1956,0.1952,0.1956,340819.0,2021-09-29
2021-09-29 00:17:00,0.1952,0.1954,0.1951,0.1954,304056.0,2021-09-29
2021-09-29 00:16:00,0.1952,0.1954,0.195,0.1952,590224.0,2021-09-29
2021-09-29 00:15:00,0.1953,0.1958,0.195,0.1952,2784720.0,2021-09-29
2021-09-29 00:14:00,0.1957,0.1958,0.1953,0.1955,610940.0,2021-09-29
2021-09-29 00:13:00,0.1958,0.196,0.1952,0.1958,1844137.0,2021-09-29
2021-09-29 00:12:00,0.1962,0.1964,0.1958,0.1958,782290.0,2021-09-29
2021-09-29 00:11:00,0.1963,0.1964,0.1961,0.1963,282371.0,2021-09-29
2021-09-29 00:10:00,0.1968,0.1968,0.1963,0.1963,301093.0,2021-09-29
2021-09-29 00:09:00,0.1969,0.197,0.1966,0.1969,255994.0,2021-09-29
2021-09-29 00:08:00,0.1968,0.1969,0.1965,0.1969,561452.0,2021-09-29
2021-09-29 00:07:00,0.1971,0.1972,0.1968,0.1968,473243.0,2021-09-29
2021-09-29 00:06:00,0.1968,0.1972,0.1967,0.1972,555252.0,2021-09-29
2021-09-29 00:05:00,0.1966,0.1969,0.1965,0.1968,459221.0,2021-09-29
2021-09-29 00:04:00,0.1965,0.1967,0.1962,0.1967,659450.0,2021-09-29
2021-09-29 00:03:00,0.1966,0.1966,0.196,0.1965,841397.0,2021-09-29
2021-09-29 00:02:00,0.1965,0.1969,0.1964,0.1966,826247.0,2021-09-29
2021-09-29 00:01:00,0.1963,0.1967,0.1963,0.1965,877013.0,2021-09-29
2021-09-29 00:00:00,0.1966,0.1966,0.1963,0.1963,435997.0,2021-09-29
2021-09-28 23:59:00,0.1965,0.1968,0.1964,0.1965,652200.0,2021-09-28
2021-09-28 23:58:00,0.1963,0.1966,0.1961,0.1966,359908.0,2021-09-28
2021-09-28 23:57:00,0.1963,0.1964,0.196,0.1963,417039.0,2021-09-28
2021-09-28 23:56:00,0.1966,0.1967,0.1962,0.1962,183387.0,2021-09-28
2021-09-28 23:55:00,0.1966,0.1968,0.1963,0.1966,171270.0,2021-09-28
2021-09-28 23:54:00,0.1966,0.1967,0.1963,0.1967,247626.0,2021-09-28
2021-09-28 23:53:00,0.1965,0.1968,0.1965,0.1967,694505.0,2021-09-28
2021-09-28 23:52:00,0.1962,0.1965,0.1962,0.1964,104146.0,2021-09-28
2021-09-28 23:51:00,0.1964,0.1966,0.1961,0.1962,675265.0,2021-09-28
2021-09-28 23:50:00,0.1965,0.1965,0.1962,0.1963,411073.0,2021-09-28
2021-09-28 23:49:00,0.1965,0.1968,0.1963,0.1965,691744.0,2021-09-28
2021-09-28 23:48:00,0.1969,0.1969,0.1962,0.1965,1041550.0,2021-09-28
2021-09-28 23:47:00,0.1971,0.1971,0.1967,0.1969,785254.0,2021-09-28
2021-09-28 23:46:00,0.1973,0.1974,0.1969,0.197,316412.0,2021-09-28
2021-09-28 23:45:00,0.197,0.1974,0.1969,0.1973,511205.0,2021-09-28
2021-09-28 23:44:00,0.1969,0.1971,0.1966,0.197,809002.0,2021-09-28
2021-09-28 23:43:00,0.1975,0.1975,0.1965,0.1969,7050453.0,2021-09-28
2021-09-28 23:42:00,0.1974,0.1975,0.1974,0.1974,265934.0,2021-09-28
2021-09-28 23:41:00,0.1974,0.1976,0.1973,0.1974,173262.0,2021-09-28
2021-09-28 23:40:00,0.1974,0.1976,0.1973,0.1975,225280.0,2021-09-28
2021-09-28 23:39:00,0.1975,0.1976,0.1973,0.1973,312562.0,2021-09-28
2021-09-28 23:38:00,0.1975,0.1976,0.1974,0.1974,60596.0,2021-09-28
2021-09-28 23:37:00,0.1976,0.1977,0.1974,0.1975,511576.0,2021-09-28
2021-09-28 23:36:00,0.1977,0.1977,0.1974,0.1977,517692.0,2021-09-28
2021-09-28 23:35:00,0.1976,0.1978,0.1976,0.1977,219630.0,2021-09-28
2021-09-28 23:34:00,0.1978,0.1978,0.1975,0.1976,217746.0,2021-09-28
2021-09-28 23:33:00,0.1981,0.1982,0.1977,0.1978,211982.0,2021-09-28
